scenario,rep,provider_gen,model_gen,team_id,severity,code,detail
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,HIGH,LEAK,"Message M40 contains the forbidden term 'scenarios' ('That should cover the industrial zone scenarios.'), which violates the anti-leakage rule."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,HIGH,COUNT,"All threads have fewer messages than the expected minimum of 15. TH1 has 9, TH2 has 9, TH3 has 6, TH4 has 8, and TH5 has 9 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,HIGH,ARTIFACT_MISSING,Several mandatory artifacts are missing from the artifact_refs in their respective threads: T10 is missing in TH3; T8 and T10 are missing in TH4; A8 is missing in TH5.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,HIGH,LEAK,Messages M26 and M28 contain the forbidden term 'probability'.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,MID,VOICE_SIMILARITY,"All participants speak in the exact same robotic, agreeable tone with identical sentence structures (e.g., 'Confirmed', 'Sounds good', 'I agree'), lacking distinct voices or personalities."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,HIGH,SCHEMA,"In message M41, speaker_id is formatted as a string (""136230"") instead of an integer."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,HIGH,COUNT,"Thread TH2 contains only 12 messages, which violates the global minimum of 15 messages per thread and is significantly below its target range of 20-30."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,HIGH,ARTIFACT_MISSING,"Blueprint requires artifact T2 to be referenced in thread TH4, but it is missing from all artifact_refs in that thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,MID,VOICE_SIMILARITY,"Participants exhibit very similar, highly professional and structured communication styles with little variation in tone or vocabulary."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,COUNT,"Thread TH1 has 8 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,COUNT,"Thread TH2 has 14 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,COUNT,"Thread TH3 has 8 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,COUNT,"Thread TH4 has 9 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,COUNT,"Thread TH5 has 13 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,DECISION_MISSING,Mandatory decision D8 is missing from decision_refs and thread_outcome.decisions_made in thread TH4.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,ARTIFACT_MISSING,Mandatory artifact A2 is missing from artifact_refs in thread TH4.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,ARTIFACT_MISSING,Mandatory artifact T11 is missing from artifact_refs in thread TH4.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,HIGH,ARTIFACT_MISSING,Mandatory artifact T6 is missing from artifact_refs in thread TH5.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00879,HIGH,PARTICIPATION_MISSING,Participant 334628 is listed in the participants array but never speaks in any thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00879,HIGH,COUNT,"All threads have fewer messages than the expected minimum of 15. TH1 has 11, TH2 has 11, TH3 has 11, TH4 has 11, and TH5 has 10 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00879,HIGH,ARTIFACT_MISSING,"In TH2, mandatory artifacts T8 and T9 are missing from artifact_refs. In TH4, T4, T5, T6, T7, and T11 are missing. In TH5, T8, T11, and T12 are missing."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00879,MID,VOICE_SIMILARITY,"All participants speak in a highly uniform, robotic manner, frequently using identical phrasing like 'D1 and D2 are locked' or 'D5 is done', lacking distinct voices or natural conversational flow."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01059,HIGH,ARTIFACT_MISSING,"In TH2, the blueprint requires referencing artifacts A1, T3, and T5, but they are missing from the artifact_refs of all messages in the thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01059,HIGH,LEAK,"The text contains forbidden terms such as 'Performance' (M1), 'score' (M3, M6, M7, M8, M12, M58, M59, M72, M74), and 'scenario' (M38, M44)."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01059,MID,VOICE_SIMILARITY,"Participants frequently use the exact same robotic phrasing to confirm tasks and agreements (e.g., 'Confirmed. I'll...', 'Ready. I'll...'), lacking distinct voices."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01069,HIGH,SCHEMA,Message M50 has an invalid speaker_id 377175. Message M39 contains an invalid mention 377175. Both IDs do not exist in the participants list.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01069,HIGH,ARTIFACT_MISSING,Thread TH2 is missing the mandatory artifact reference T4 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01069,HIGH,ARTIFACT_MISSING,"Thread TH4 is missing the mandatory artifact references A6, T7, and T11 in its messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01069,HIGH,LEAK,Message M27 contains the forbidden term 'performance'.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01163,HIGH,COUNT,"Thread TH2 has 15 messages, which is below the expected minimum of 16 and the target range of 20-30."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01163,HIGH,COUNT,"Thread TH3 has 14 messages, which is below the expected minimum of 16 and the target range of 16-24."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01163,HIGH,COUNT,"Thread TH4 has 15 messages, which is below the expected minimum of 16 and the target range of 18-26."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01163,HIGH,COUNT,"Thread TH5 has 16 messages, which meets the absolute minimum but is below the target range of 17-25."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01163,HIGH,ARTIFACT_MISSING,Task T4 is listed in artifacts_to_reference for TH4 but does not appear in any artifact_refs within the thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01163,HIGH,ARTIFACT_MISSING,Task T8 is listed in artifacts_to_reference for TH5 but does not appear in any artifact_refs within the thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01212,HIGH,COUNT,"Threads TH1 (12 messages), TH2 (14 messages), TH3 (13 messages), and TH4 (12 messages) have fewer messages than the expected minimum of 16 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01212,HIGH,ARTIFACT_MISSING,Artifact T12 is required in thread TH3 but is missing from all artifact_refs in that thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01212,HIGH,ARTIFACT_MISSING,Artifacts A6 and T10 are required in thread TH4 but are missing from all artifact_refs in that thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01239,HIGH,COUNT,"Thread TH2 contains 13 messages, which is below the expected minimum of 15 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01239,HIGH,ARTIFACT_MISSING,"Thread TH5 is missing references to artifacts A5 and A8 in its messages, which are required by the blueprint."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01332,HIGH,COUNT,"Threads TH2 (11 messages), TH3 (13 messages), TH4 (9 messages), and TH5 (11 messages) have fewer messages than the minimum expected (15)."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01332,HIGH,ARTIFACT_MISSING,Artifact A7 is missing from artifact_refs in thread TH2.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01332,HIGH,DECISION_MISSING,Decision D5 is missing from thread_outcome.decisions_made in thread TH3.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01332,HIGH,ARTIFACT_MISSING,Task T12 is missing from artifact_refs in thread TH4.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01332,HIGH,ARTIFACT_MISSING,Task T6 is missing from artifact_refs in thread TH5.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01332,MID,VOICE_SIMILARITY,"Participants use very similar sentence structures and formal tone, lacking distinct voices (e.g., repeated 'I've reviewed the...' and 'I'm ready to...')."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01354,HIGH,COUNT,"All threads have fewer messages than the expected minimum of 15 (TH1: 12, TH2: 14, TH3: 13, TH4: 14, TH5: 13). They also fall short of the blueprint target_messages_range."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01354,HIGH,LEAK,"Message M33 contains explicit mention of levels/labels ('low, medium, high' for confidence level), which is forbidden. Message M44 contains a self-evaluation of performance/ability ('I'm a bit slower with the detailed checks')."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01354,HIGH,ARTIFACT_MISSING,Task T7 is required in TH4 but is missing from the artifact_refs of all messages in that thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01373,HIGH,PARTICIPATION_MISSING,Participant 543897 is included in the participants list but does not send any messages in the channel.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01373,HIGH,COUNT,"Thread TH1 has 15 messages, which is below the target_messages_range of [18, 26]."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01373,HIGH,COUNT,"Thread TH2 has 15 messages, which is below the target_messages_range of [20, 30]."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01373,HIGH,COUNT,"Thread TH4 has 16 messages, which is below the target_messages_range of [17, 25]."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01373,MID,VOICE_SIMILARITY,"Participants display very similar, robotic agreement patterns at the end of each thread (e.g., 'Agreed', 'Confirmed', 'Yes, looks good'), lacking distinct voices."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01442,HIGH,COUNT,"Thread TH3 contains 14 messages, which is below the minimum expected of 15 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01442,HIGH,ARTIFACT_MISSING,Artifact A1 is required in thread TH2 but is missing from all artifact_refs in that thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01442,HIGH,ARTIFACT_MISSING,Task T9 is required in thread TH4 but is missing from all artifact_refs in that thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01442,HIGH,LEAK,"Messages contain explicit mentions of levels for attributes, such as 'engagement levels' (M1, M19) and 'high engagement' / 'lower engagement' (M77)."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,PARTICIPATION_MISSING,Participant 65536 never speaks in any thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,COUNT,"Thread TH1 has 13 messages, which is below the minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,COUNT,"Thread TH2 has 13 messages, which is below the minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,COUNT,"Thread TH3 has 13 messages, which is below the minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,COUNT,"Thread TH4 has 10 messages, which is below the minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,COUNT,"Thread TH5 has 14 messages, which is below the minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,DECISION_MISSING,Thread TH2 is missing mandatory decision D4 in thread_outcome.decisions_made.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,ARTIFACT_MISSING,Thread TH2 is missing mandatory artifact reference T5 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,DECISION_MISSING,Thread TH3 is missing mandatory decision D6 in thread_outcome.decisions_made.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,DECISION_MISSING,Thread TH4 is missing mandatory decision D7 in thread_outcome.decisions_made.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,DECISION_MISSING,Thread TH5 is missing mandatory decision D8 in thread_outcome.decisions_made.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,HIGH,LEAK,Message M55 contains the forbidden term 'performance' ('track performance metrics').
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01458,MID,VOICE_SIMILARITY,"Participants exhibit highly repetitive and robotic phrasing, frequently starting replies with 'Good [noun]' (e.g., 'Good start', 'Good points', 'Good question', 'Good catch', 'Good idea', 'Good initiative')."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01459,HIGH,COUNT,"Thread TH1 has 12 messages, which is below the expected minimum of 15 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01459,HIGH,COUNT,"Thread TH2 has 10 messages, which is below the expected minimum of 15 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01459,HIGH,COUNT,"Thread TH3 has 10 messages, which is below the expected minimum of 15 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01459,HIGH,COUNT,"Thread TH4 has 8 messages, which is below the expected minimum of 15 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01459,HIGH,COUNT,"Thread TH5 has 11 messages, which is below the expected minimum of 15 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01459,HIGH,ARTIFACT_MISSING,Thread TH2 is missing the mandatory artifact reference 'T6' in its messages' artifact_refs.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,HIGH,PARTICIPATION_MISSING,Participants 181683 and 504611 did not send any messages in the channel.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,HIGH,COUNT,"All threads have fewer messages than the expected minimum of 18 (TH1 has 10, TH2 has 13, TH3 has 12, TH4 has 13)."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,HIGH,ARTIFACT_MISSING,T6 is missing from artifact_refs in TH1. T12 is missing from artifact_refs in TH2. T8 is missing from artifact_refs in TH4.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,HIGH,LEAK,Message M24 contains the forbidden term/concept 'scored' ('I've scored our key raw material suppliers...').
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,MID,VOICE_SIMILARITY,"Participants use very similar, formal, and structured phrasing without distinct voices or personalities."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,PARTICIPATION_MISSING,Participants 173966 and 447210 never speak in any thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,COUNT,"Thread TH1 has 12 messages, which is below the expected minimum of 15 and the blueprint target range of 18-26."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,COUNT,"Thread TH2 has 12 messages, which is below the expected minimum of 15 and the blueprint target range of 20-30."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,COUNT,"Thread TH3 has 11 messages, which is below the expected minimum of 15 and the blueprint target range of 15-22."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,COUNT,"Thread TH4 has 14 messages, which is below the expected minimum of 15 and the blueprint target range of 18-26."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,ARTIFACT_MISSING,Thread TH2 is missing references to mandatory artifacts T2 and T5 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,ARTIFACT_MISSING,Thread TH3 is missing a reference to mandatory artifact A3 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,ARTIFACT_MISSING,Thread TH5 is missing references to mandatory artifacts A3 and T12 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,HIGH,LEAK,The forbidden term 'performance' is used in the text of messages M50 and M57.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,HIGH,COUNT,"All threads fall below the expected minimum of 16 messages per thread. TH1 has 12, TH2 has 13, TH3 has 14, TH4 has 11, and TH5 has 11 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,HIGH,LEAK,The forbidden term 'performance' is used in the text of messages M48 and M51.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,HIGH,COUNT,"All threads fall below the minimum message count of 16. TH1 has 15, TH2 has 13, TH3 has 12, TH4 has 12, and TH5 has 13 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,HIGH,ARTIFACT_MISSING,"Mandatory artifacts are missing from artifact_refs in their respective threads: A5 is missing in TH2; T11 is missing in TH4; T7, T9, and T12 are missing in TH5."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,MID,VOICE_SIMILARITY,"Participants use highly repetitive and formulaic phrasing across all threads (e.g., 'Once X is locked, we can move to Y', 'Confirmed. D# is locked')."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,HIGH,PARTICIPATION_MISSING,Participant 263727 never speaks in any thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,HIGH,COUNT,"Threads TH2 (13 messages), TH3 (13 messages), and TH4 (14 messages) are below the minimum required of 15 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,HIGH,ARTIFACT_MISSING,"TH3 is missing references to A5 and T12. TH4 is missing T8, T11, and T12. TH5 is missing A1, T7, and T9 in artifact_refs."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,HIGH,LEAK,"The text contains forbidden terms: 'scenario' is used multiple times (e.g., M30, M34, M35, M36, M39, M41, M42, M66) and 'score' is used in M49."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,HIGH,COUNT,"All threads have fewer messages than the expected minimum of 16. TH1 has 8, TH2 has 12, TH3 has 10, TH4 has 10, and TH5 has 11 messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,HIGH,ARTIFACT_MISSING,"Task T8 is required in TH3 according to the blueprint, but it is missing from the artifact_refs of all messages in that thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,HIGH,COUNT,"Threads TH2 (12 messages), TH3 (14 messages), and TH4 (14 messages) fall below the minimum required 17 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,HIGH,DECISION_MISSING,"In TH5, mandatory decisions D1 and D6 are missing from the decision_refs of all messages in the thread, despite being required by the blueprint and listed in the thread_outcome."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,MID,VOICE_SIMILARITY,"Participants share a very similar, overly formal and structured tone (e.g., 'Perfect. So here's the plan...', 'Excellent. So to confirm...'), lacking distinct personas or realistic casual Slack dynamics."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,HIGH,COUNT,"Thread TH1 has 12 messages, which is below the expected minimum of 16 messages per thread and outside the blueprint target range [18, 26]."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,HIGH,COUNT,"Thread TH4 has 14 messages, which is below the expected minimum of 16 messages per thread and outside the blueprint target range [22, 32]."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,HIGH,ARTIFACT_MISSING,Thread TH2 is missing mandatory artifact references T1 and T5 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,HIGH,ARTIFACT_MISSING,Thread TH3 is missing mandatory artifact reference T8 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,HIGH,ARTIFACT_MISSING,Thread TH4 is missing mandatory artifact references T6 and T7 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,HIGH,ARTIFACT_MISSING,"Thread TH5 is missing mandatory artifact references T10, T11, and T12 in its messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,HIGH,LEAK,Message M21 contains the forbidden term 'scenario'.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,HIGH,COUNT,"Thread TH2 has 14 messages, which is below the minimum expected of 16."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,HIGH,COUNT,"Thread TH3 has 12 messages, which is below the minimum expected of 16."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,HIGH,COUNT,"Thread TH4 has 15 messages, which is below the minimum expected of 16."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,HIGH,ARTIFACT_MISSING,Thread TH2 is missing mandatory artifact references T4 and T12 in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,HIGH,ARTIFACT_MISSING,"Thread TH5 is missing mandatory artifact references A6, T11, and T12 in its messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,HIGH,LEAK,"The forbidden term 'label' is used in the text of messages M23, M25, M27, and M28."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01787,HIGH,COUNT,"Thread TH1 has 12 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01787,HIGH,COUNT,"Thread TH2 has 10 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01787,HIGH,COUNT,"Thread TH3 has 10 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01787,HIGH,COUNT,"Thread TH4 has 10 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01787,HIGH,COUNT,"Thread TH5 has 10 messages, which is below the expected minimum of 15."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01787,HIGH,ARTIFACT_MISSING,"Thread TH3 is missing mandatory artifact references T3, T7, and T4 in its messages."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01797,HIGH,COUNT,"Thread TH2 contains 12 messages, which is below the expected minimum of 15 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01797,HIGH,COUNT,"Thread TH3 contains 13 messages, which is below the expected minimum of 15 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01797,HIGH,COUNT,"Thread TH4 contains 11 messages, which is below the expected minimum of 15 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01797,HIGH,COUNT,"Thread TH5 contains 14 messages, which is below the expected minimum of 15 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01797,HIGH,LEAK,The forbidden term 'performance' was found in the text of messages M44 and M50.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01875,HIGH,LEAK,Message M60 contains the forbidden word 'scenario' ('scenario-based exercises').
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01895,HIGH,COUNT,"All threads have fewer messages than the expected minimum of 15 (TH1: 7, TH2: 8, TH3: 8, TH4: 7, TH5: 8)."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01895,HIGH,ARTIFACT_MISSING,Artifact A3 is required in TH2 but is missing from all artifact_refs in that thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01895,HIGH,ARTIFACT_MISSING,Artifact A8 is required in TH5 but is missing from all artifact_refs in that thread.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01895,MID,VOICE_SIMILARITY,"Participants have very similar voices and use repetitive affirmative phrases ('Good idea', 'Good start', 'Good initiative', 'Good catch')."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01905,HIGH,ARTIFACT_MISSING,"In TH3, artifact T5 is missing from artifact_refs. In TH4, artifacts A2, A3, A4, and A5 are missing from artifact_refs."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01905,HIGH,LEAK,"The text contains forbidden terms: 'score' (e.g., 'customer satisfaction score' in M11, 'satisfaction scores' in M13) and 'scenario' (e.g., 'top customer scenarios' in M1, 'bookshop scenarios' in M4, 'challenging scenarios' in M113)."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01931,HIGH,COUNT,"Thread TH2 contains 14 messages, which is below the expected minimum of 16 messages per thread."
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01931,HIGH,ARTIFACT_MISSING,Thread TH2 is missing the mandatory artifact reference 'T2' in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01931,HIGH,ARTIFACT_MISSING,Thread TH4 is missing the mandatory artifact reference 'T11' in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01931,HIGH,ARTIFACT_MISSING,Thread TH5 is missing the mandatory artifact references 'A1' and 'A8' in its messages.
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01974,HIGH,PARTICIPATION_MISSING,Participants 436982 and 498087 never speak in any thread.
